"Merchant","Member Group","ID","Login","Account Status","Member Tag","Affiliate Login","Aff Group Category","Currency","Registration date","#Dep","Total Deposit","#Wd","Total Withdrawal","#Adj","Amount","#Bet","Bet Amount","Valid Bet","Win/Loss","Total Bonus Count","Total Bonus","Total Cancelled Bonus","Total Rebate","Total Cashback","Total Reward","Total Referral Comm","Total W/L","Promo Turnover","Promo Win/Loss"
"aw8","REGULAR [V]","2606019","=""app1994""","A","","=""aw8thai""","","THB","2020-08-14 19:02:15","16","4610.000000","5","5021.000000","0","0.000000","3987","9504.600000","9104.600000","-101.59","0","0.000000","0.000000","9.040000","0.000000","0.000000","0.000000","-92.55","0.000000","0.000000"
"aw8","REGULAR","2616059","=""ai8868""","A","","=""""","","THB","2020-08-15 16:59:49","20","7850.000000","2","1800.000000","0","0.000000","2582","12269.000000","12269.000000","-6095.95","0","0.000000","0.000000","6.190000","0.000000","40.550000","0.000000","-6049.21","0.000000","0.000000"
"aw8","VIP BRONZE","2651560","=""ploysai""","A","","=""aw8thai""","","THB","2020-08-19 06:36:04","31","61890.000000","2","43700.000000","0","0.000000","17328","338613.540000","338613.540000","-18860.06","0","0.000000","0.000000","669.990000","0.000000","0.000000","0.000000","-18190.07","0.000000","0.000000"
"aw8","REGULAR [V]","2651732","=""puzaa007""","A","","=""""","","THB","2020-08-19 06:59:17","14","37000.000000","10","39491.000000","0","0.000000","254","128606.000000","102842.000000","2352.50","0","0.000000","0.000000","89.080000","0.000000","50.000000","0.000000","2491.58","0.000000","0.000000"
"aw8","REGULAR","2672835","=""jf0633275903""","A","","=""aw8thai""","","THB","2020-08-21 13:44:25","15","7796.000000","2","3100.000000","0","0.000000","986","32086.000000","29336.000000","-4722.20","0","0.000000","0.000000","26.200000","0.000000","0.000000","0.000000","-4696.00","0.000000","0.000000"
"aw8","REGULAR [V]","2716121","=""bumza1992""","A","","=""""","","THB","2020-08-26 03:25:05","47","21365.000000","4","11000.000000","0","0.000000","5043","107362.750000","105185.000000","-10597.90","0","0.000000","0.000000","116.700000","0.000000","116.840000","0.000000","-10364.36","0.000000","0.000000"
"aw8","REGULAR [V]","2729440","=""boying""","A","","=""""","","THB","2020-08-27 12:17:40","47","15160.000000","2","9850.000000","0","0.000000","47","15205.000000","15205.000000","-5274.07","0","0.000000","0.000000","35.770000","0.000000","0.000000","0.000000","-5238.30","0.000000","0.000000"
"aw8","REGULAR","2735957","=""june262819""","A","","=""salinthip1300""","","THB","2020-08-28 05:11:56","29","12764.000000","5","9400.000000","0","0.000000","6312","37691.350000","37691.350000","-3467.76","0","0.000000","0.000000","65.510000","0.000000","37.000000","0.000000","-3365.25","0.000000","0.000000"
"aw8","VIP BRONZE","2760262","=""peng950""","A","","=""""","","THB","2020-08-30 15:50:55","62","17120.000000","3","6500.000000","0","0.000000","16740","87087.950000","87077.950000","-10881.44","0","0.000000","0.000000","232.290000","0.000000","29.000000","0.000000","-10620.15","0.000000","0.000000"
"aw8","REGULAR","2781539","=""chin1415""","A","","=""""","","THB","2020-09-01 16:34:58","13","14728.000000","2","2800.000000","0","0.000000","5549","46948.250000","46948.250000","-12025.20","0","0.000000","0.000000","96.660000","0.000000","0.000000","0.000000","-11928.54","0.000000","0.000000"
"aw8","REGULAR [V]","2785636","=""rmuazcg0218""","A","","=""aw8thai""","","THB","2020-09-02 03:45:16","29","17695.000000","9","9207.000000","0","0.000000","14947","86861.000000","79048.540000","-8806.84","0","0.000000","0.000000","179.220000","0.000000","132.050000","9.400000","-8495.57","0.000000","0.000000"
"aw8","VIP BRONZE","2841088","=""porporaw8""","A","","=""""","","THB","2020-09-04 12:13:07","16","84205.000000","9","65002.000000","0","0.000000","33940","250579.250000","250579.250000","-26506.80","0","0.000000","0.000000","696.700000","0.000000","94.490000","0.000000","-25715.61","0.000000","0.000000"
"aw8","VIP BRONZE","2855094","=""wilailaw8""","A","","=""""","","THB","2020-09-05 18:11:12","39","84725.000000","10","54728.000000","0","0.000000","81565","493159.000000","493159.000000","-32565.00","1","1000.000000","0.000000","1380.060000","0.000000","188.290000","0.000000","-29996.65","30265.000000","0.000000"
"aw8","REGULAR [V]","2862085","=""dimazio""","A","","=""""","","THB","2020-09-06 11:01:02","2","5000.000000","0","0.000000","0","0.000000","28","10200.500000","10200.500000","-5010.00","0","0.000000","0.000000","0.000000","0.000000","10.000000","0.000000","-5000.00","0.000000","0.000000"
"aw8","REGULAR [V]","2871491","=""koonsaen""","A","","=""""","","THB","2020-09-07 08:43:31","3","6029.000000","1","6000.000000","0","0.000000","8058","107769.500000","99233.760000","-203.32","0","0.000000","0.000000","134.690000","0.000000","39.280000","0.000000","-29.35","0.000000","0.000000"
"aw8","REGULAR","2885379","=""artherpp""","A","","=""gutopbug""","","THB","2020-09-08 13:55:36","4","1320.000000","0","0.000000","0","0.000000","12","1334.000000","1334.000000","-1334.00","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-1334.00","0.000000","0.000000"
"aw8","REGULAR","2906277","=""yokalone52""","A","","=""aw8thai""","","THB","2020-09-10 16:25:37","5","10300.000000","2","15900.000000","0","0.000000","1330","38455.000000","38455.000000","5600.10","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","5600.10","0.000000","0.000000"
"aw8","VIP GOLD","2914482","=""jajaaaf""","A","","=""""","","THB","2020-09-11 11:27:34","12","115100.000000","4","62125.000000","0","0.000000","25341","1651528.000000","1521954.660000","-59545.69","0","0.000000","0.000000","6134.210000","0.000000","0.000000","437.440000","-53411.48","0.000000","0.000000"
"aw8","REGULAR","2915438","=""testwin""","A","","=""""","","THB","2020-09-11 13:26:02","2","310.000000","0","0.000000","0","0.000000","23","995.040000","853.480000","-607.39","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-607.39","0.000000","0.000000"
"aw8","VIP BRONZE","2920174","=""iikokenii1""","A","","=""""","","THB","2020-09-12 00:52:55","115","54360.000000","25","46080.000000","0","0.000000","2970","580865.000000","530942.000000","-10161.40","0","0.000000","0.000000","1605.000000","0.000000","276.000000","0.000000","-8280.40","0.000000","0.000000"
"aw8","REGULAR","2920412","=""kung2536""","A","","=""""","","THB","2020-09-12 01:35:05","0","0.000000","0","0.000000","0","0.000000","9","12.300000","12.300000","-5.70","0","0.000000","0.000000","4.510000","0.000000","0.000000","0.000000","-1.19","0.000000","0.000000"
"aw8","VIP BRONZE","2933226","=""mew2524""","A","","=""""","","THB","2020-09-13 05:10:44","12","13570.000000","2","6615.000000","0","0.000000","176","38133.000000","36981.750000","-6978.25","0","0.000000","0.000000","15.090000","0.000000","0.000000","0.000000","-6963.16","0.000000","0.000000"
"aw8","REGULAR [V]","2945140","=""boon168""","A","","=""aw8thai""","","THB","2020-09-14 09:40:39","14","26330.000000","0","0.000000","0","0.000000","7731","87839.000000","87839.000000","-26523.50","0","0.000000","0.000000","192.310000","0.000000","0.000000","0.000000","-26331.19","0.000000","0.000000"
"aw8","REGULAR","2980781","=""ts450838485524""","A","","=""""","","THB","2020-09-17 14:03:38","23","7030.000000","4","4312.000000","0","0.000000","20247","49508.800000","49508.800000","-2854.68","0","0.000000","0.000000","92.740000","0.000000","38.000000","0.000000","-2723.94","0.000000","0.000000"
"aw8","VIP BRONZE","2984549","=""thanachok""","A","","=""mie989""","","THB","2020-09-17 22:49:17","41","54099.000000","4","23000.000000","0","0.000000","56086","726731.100000","726731.100000","-36330.93","4","662.000000","0.000000","2125.200000","0.000000","261.260000","2169.380000","-33282.47","1926.600000","0.000000"
"aw8","REGULAR [V]","2988994","=""tunyavit""","A","","=""""","","THB","2020-09-18 09:14:58","0","0.000000","0","0.000000","0","0.000000","0","0.000000","0.000000","0.00","0","0.000000","0.000000","3.900000","0.000000","0.000000","0.000000","3.90","0.000000","0.000000"
"aw8","REGULAR [V]","2991841","=""jedsada1259""","A","","=""""","","THB","2020-09-18 15:28:18","56","14268.000000","6","8400.000000","0","0.000000","5247","47929.000000","47929.000000","-5962.70","0","0.000000","0.000000","91.490000","0.000000","0.000000","0.000000","-5871.21","0.000000","0.000000"
"aw8","REGULAR","3001203","=""shogun874965""","A","","=""mie989""","","THB","2020-09-19 12:56:34","7","2385.000000","1","900.000000","0","0.000000","631","5943.000000","5662.500000","-1494.90","0","0.000000","0.000000","10.430000","0.000000","0.000000","0.000000","-1484.47","0.000000","0.000000"
"aw8","REGULAR [V]","3027459","=""lapyos666""","A","","=""mie989""","","THB","2020-09-22 01:45:13","0","0.000000","0","0.000000","0","0.000000","442","5960.800000","5960.800000","-630.80","0","0.000000","0.000000","11.750000","0.000000","0.000000","59.090000","-619.05","0.000000","0.000000"
"aw8","VIP BRONZE","3062529","=""yibtho""","A","","=""""","","THB","2020-09-24 09:03:29","12","8300.000000","1","1800.000000","0","0.000000","5325","25319.000000","25319.000000","-6668.30","0","0.000000","0.000000","69.750000","0.000000","0.000000","0.000000","-6598.55","0.000000","0.000000"
"aw8","REGULAR","3068360","=""videmc""","A","","=""mie989""","","THB","2020-09-24 18:28:56","16","4450.000000","7","9892.000000","0","0.000000","63","12168.340000","11602.850000","5361.99","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","5361.99","0.000000","0.000000"
"aw8","REGULAR","3076475","=""aofaof16""","A","","=""""","","THB","2020-09-25 11:29:01","9","1615.000000","0","0.000000","0","0.000000","2372","6118.600000","6118.600000","-1680.85","0","0.000000","0.000000","17.900000","0.000000","48.000000","0.000000","-1614.95","0.000000","0.000000"
"aw8","REGULAR","3079055","=""weerayut6547""","A","","=""""","","THB","2020-09-25 15:43:27","3","499.000000","2","3300.000000","0","0.000000","2877","23757.200000","23757.200000","2192.55","1","300.000000","0.000000","45.350000","0.000000","0.000000","0.000000","2537.90","300.000000","0.000000"
"aw8","REGULAR","3086581","=""phudech""","A","","=""aw8thai""","","THB","2020-09-26 07:48:32","0","0.000000","0","0.000000","0","0.000000","46","57.000000","57.000000","-18.80","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-18.80","0.000000","0.000000"
"aw8","REGULAR","3116051","=""kumrob01""","A","","=""""","","THB","2020-09-29 11:38:06","35","13240.000000","12","12300.000000","0","0.000000","12342","156654.060000","156626.560000","-1335.09","0","0.000000","0.000000","278.810000","0.000000","16.000000","0.000000","-1040.28","0.000000","0.000000"
"aw8","REGULAR","3143037","=""tunza32""","A","","=""""","","THB","2020-10-02 14:22:18","78","8570.000000","7","6300.000000","0","0.000000","36000","80568.500000","80568.500000","-2356.44","0","0.000000","0.000000","82.730000","0.000000","3.720000","0.000000","-2269.99","0.000000","0.000000"
"aw8","REGULAR","3145059","=""farissmile17""","A","","=""mie989""","","THB","2020-10-02 19:04:07","1","300.000000","0","0.000000","0","0.000000","787","1419.900000","1419.900000","-301.25","0","0.000000","0.000000","1.120000","0.000000","0.000000","0.000000","-300.13","0.000000","0.000000"
"aw8","VIP SILVER","3159476","=""kkeymaya""","A","","=""""","","THB","2020-10-04 15:30:01","4","20000.000000","0","0.000000","0","0.000000","1090","39082.000000","39082.000000","-20565.45","2","276.000000","0.000000","118.370000","0.000000","167.140000","0.000000","-20003.94","624.000000","0.000000"
"aw8","REGULAR","3167424","=""r252719""","A","","=""aw8thai""","","THB","2020-10-05 13:15:45","39","10979.000000","2","1200.000000","0","0.000000","7555","33799.000000","33799.000000","-9866.65","0","0.000000","0.000000","52.740000","0.000000","35.000000","0.000000","-9778.91","0.000000","0.000000"
"aw8","REGULAR [V]","3173417","=""ong789""","A","","=""mie989""","","THB","2020-10-06 08:31:39","59","16188.000000","12","15004.000000","0","0.000000","418","35221.400000","23821.792000","-773.12","0","0.000000","0.000000","19.700000","0.000000","22.000000","0.000000","-731.42","0.000000","0.000000"
"aw8","REGULAR","3174323","=""nut888""","A","","=""""","","THB","2020-10-06 11:15:18","22","29997.780000","9","30780.800000","1","258.000000","2523","61404.000000","61404.000000","319.75","2","416.000000","258.000000","68.270000","0.000000","241.000000","0.000000","787.02","258.000000","0.000000"
"aw8","REGULAR [V]","3188169","=""chat2512""","A","","=""""","","THB","2020-10-08 07:33:19","25","36775.000000","6","21500.000000","0","0.000000","74382","381730.030000","381660.030000","-15682.75","0","0.000000","0.000000","746.820000","0.000000","240.000000","0.000000","-14695.93","0.000000","0.000000"
"aw8","VIP BRONZE","3192361","=""phongsakorn28""","A","","=""mie989""","","THB","2020-10-08 18:56:50","85","119694.000000","19","100858.000000","0","0.000000","187","415818.950000","297665.303600","-17412.07","0","0.000000","0.000000","0.000000","0.000000","856.000000","0.000000","-16556.07","0.000000","0.000000"
"aw8","REGULAR","3196790","=""nipa1142552""","A","","=""""","","THB","2020-10-09 10:02:54","87","18709.000000","10","14000.000000","0","0.000000","45200","149509.000000","149509.000000","-5080.65","0","0.000000","0.000000","295.570000","0.000000","76.000000","0.000000","-4709.08","0.000000","0.000000"
"aw8","VIP DIAMOND","3236099","=""pjn002""","A","","=""bigjim88""","","THB","2020-10-14 12:48:16","68","1335850.000000","49","1397377.000000","1","5.100000","3870","3269855.000000","2972671.700000","7061.45","4","34878.000000","0.000000","15291.040000","0.000000","2825.270000","0.000000","60055.76","401806.000000","0.000000"
"aw8","REGULAR","3240631","=""popsiwa""","A","","=""""","","THB","2020-10-15 05:24:28","2","200.000000","0","0.000000","0","0.000000","497","20273.900000","10553.900000","-509.40","0","0.000000","0.000000","10.450000","0.000000","0.000000","0.000000","-498.95","0.000000","0.000000"
"aw8","REGULAR","3246637","=""uthailoveonly""","A","","=""mie989""","","THB","2020-10-15 22:30:39","1","1000.000000","0","0.000000","0","0.000000","34","7826.120000","5461.690000","-2610.53","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-2610.53","3694.450000","0.000000"
"aw8","REGULAR","3249938","=""sukrityojumpoo9""","A","","=""""","","THB","2020-10-16 08:45:30","2","320.000000","0","0.000000","0","0.000000","996","1369.000000","1369.000000","-331.35","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-331.35","0.000000","0.000000"
"aw8","REGULAR","3250376","=""mojo""","A","","=""""","","THB","2020-10-16 09:49:42","14","5050.000000","4","21000.000000","0","0.000000","10159","13452.000000","13452.000000","15921.35","0","0.000000","0.000000","15.280000","0.000000","18.000000","0.000000","15954.63","0.000000","0.000000"
"aw8","VIP GOLD","3255154","=""donhoung""","A","","=""""","","THB","2020-10-16 23:44:45","38","182800.000000","56","179427.000000","0","0.000000","7371","729515.010000","607544.859995","-13659.71","2","7688.000000","0.000000","2578.010000","0.000000","16.000000","0.000000","-3377.70","10263.000000","0.000000"
"aw8","REGULAR","3256089","=""monnan16""","A","","=""""","","THB","2020-10-17 03:46:30","1","300.000000","0","0.000000","0","0.000000","23","4522.000000","3029.250000","-1200.00","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-1200.00","0.000000","0.000000"
"aw8","REGULAR [V]","3274616","=""zankaszx2""","A","","=""aw8thai""","","THB","2020-10-19 13:45:41","29","17800.000000","7","11700.000000","0","0.000000","8154","85161.500000","85161.500000","-6302.80","0","0.000000","0.000000","168.220000","0.000000","34.000000","0.000000","-6100.58","0.000000","0.000000"
"aw8","REGULAR [V]","3281547","=""fg1007""","A","","=""bigjim88""","","THB","2020-10-20 09:30:12","5","9500.000000","2","4000.000000","0","0.000000","8906","81315.800000","81315.800000","-5572.37","0","0.000000","0.000000","72.370000","0.000000","0.000000","0.000000","-5500.00","0.000000","0.000000"
"aw8","REGULAR [V]","3281933","=""korawich1""","A","","=""ppcthai""","","THB","2020-10-20 10:21:59","20","9630.000000","2","23000.000000","0","0.000000","5044","123756.500000","118598.500000","12480.48","0","0.000000","0.000000","207.010000","0.000000","50.030000","633.730000","12737.52","0.000000","0.000000"
"aw8","REGULAR","3297993","=""tirawat""","A","","=""""","","THB","2020-10-22 06:13:25","29","15852.000000","7","12479.000000","0","0.000000","13367","53790.000000","53790.000000","-3553.75","0","0.000000","0.000000","103.900000","0.000000","77.000000","0.000000","-3372.85","0.000000","0.000000"
"aw8","VIP BRONZE","3301348","=""jutamas""","A","","=""""","","THB","2020-10-22 13:15:57","148","30704.000000","58","27910.000000","0","0.000000","39796","97082.650000","97045.650000","-3242.19","1","258.000000","0.000000","250.130000","0.000000","199.000000","0.000000","-2535.06","1290.000000","0.000000"
"aw8","REGULAR [V]","3308829","=""suriyanaw8""","A","","=""""","","THB","2020-10-23 12:29:39","12","16200.000000","6","40500.000000","0","0.000000","18288","39691.250000","39691.250000","24233.85","0","0.000000","0.000000","60.780000","0.000000","0.000000","0.000000","24294.63","0.000000","0.000000"
"aw8","REGULAR","3315018","=""rachan888""","A","","=""""","","THB","2020-10-24 09:31:52","4","405.000000","1","500.000000","0","0.000000","822","1391.000000","1391.000000","-450.00","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-450.00","0.000000","0.000000"
"aw8","VIP BRONZE","3360510","=""sobeem""","A","","=""gutopbug""","","THB","2020-10-30 04:39:43","28","15215.000000","1","5019.000000","0","0.000000","4559","62659.000000","62659.000000","-10414.40","0","0.000000","0.000000","176.670000","0.000000","41.610000","0.000000","-10196.12","0.000000","0.000000"
"aw8","REGULAR [V]","3414187","=""chada25""","A","","=""ppcthai""","","THB","2020-11-05 13:06:18","54","13135.000000","7","8300.000000","0","0.000000","14787","114734.200000","114734.200000","-5134.88","0","0.000000","0.000000","218.660000","0.000000","82.000000","0.000000","-4834.22","0.000000","0.000000"
"aw8","REGULAR","3414236","=""ridtisak01""","A","","=""aw8thai""","","THB","2020-11-05 13:17:05","12","4295.000000","1","1074.000000","0","0.000000","969","49441.000000","34355.375000","-4825.98","1","1000.000000","0.000000","8.330000","0.000000","0.000000","0.000000","-3817.65","26175.000000","0.000000"
"aw8","REGULAR","3425973","=""ploait12345""","A","","=""""","","THB","2020-11-07 03:08:55","16","13100.960000","3","2300.000000","0","0.000000","4218","54154.600000","54154.600000","-10938.19","0","0.000000","0.000000","106.830000","0.000000","31.000000","0.000000","-10800.36","0.000000","0.000000"
