"Merchant","Member Group","ID","Login","Account Status","Member Tag","Affiliate Login","Aff Group Category","Currency","Registration date","#Dep","Total Deposit","#Wd","Total Withdrawal","#Adj","Amount","#Bet","Bet Amount","Valid Bet","Win/Loss","Total Bonus Count","Total Bonus","Total Cancelled Bonus","Total Rebate","Total Cashback","Total Reward","Total Referral Comm","Total W/L","Promo Turnover","Promo Win/Loss"
"aw8","VIP GOLD","4336954","=""neilliu""","A","Main customer / VIP member","=""seosg""","","SGD","2021-02-18 14:28:55","47","65270.000000","25","46660.000000","3","1540.450000","669","132464.000000","111781.340000","-22498.66","5","2178.450000","0.000000","557.600000","0.000000","1152.620000","0.000000","-18609.99","640.000000","0.000000"
"aw8","REGULAR","4370833","=""gord888""","A","","=""seosg""","","SGD","2021-02-22 10:41:19","89","8323.000000","17","3869.000000","1","68.000000","608","34176.000000","27779.895000","-4939.11","1","68.000000","0.000000","139.310000","0.000000","179.500000","0.000000","-4552.30","0.000000","0.000000"
"aw8","REGULAR","4480433","=""zlotnik""","A","","=""seosg""","","SGD","2021-03-06 17:14:42","12","3100.000000","0","0.000000","1","68.000000","182","22702.000000","19705.390000","-3457.05","1","68.000000","0.000000","100.500000","0.000000","78.000000","0.000000","-3210.55","0.000000","0.000000"
"aw8","REGULAR","4722586","=""karthik007""","A","","=""discoman""","","SGD","2021-04-01 11:51:28","34","6200.000000","11","7300.000000","0","0.000000","2719","29045.860000","19191.120000","1027.10","0","0.000000","0.000000","42.330000","0.000000","30.660000","0.000000","1100.09","0.000000","0.000000"
"aw8","VIP BRONZE","4771720","=""kunal2209""","A","Special Upgrade VIP (Small)","=""""","","SGD","2021-04-07 07:45:06","5","5300.000000","2","1300.000000","1","118.000000","77","30172.000000","18091.000000","-4221.00","1","118.000000","0.000000","40.140000","0.000000","64.560000","0.000000","-3998.30","0.000000","0.000000"
"aw8","REGULAR","4781271","=""calee""","A","","=""discoman""","","SGD","2021-04-08 07:12:14","26","7469.000000","9","5473.730000","1","68.000000","301","23668.000000","20318.590000","-4910.41","1","68.000000","0.000000","58.430000","0.000000","38.460000","0.000000","-4745.52","0.000000","0.000000"
"aw8","REGULAR","5065269","=""loyuol93""","A","","=""seosg""","","SGD","2021-05-11 03:23:46","12","1550.000000","2","130.000000","1","68.000000","486","35509.000000","23845.050000","-1635.25","1","68.000000","0.000000","119.420000","0.000000","29.530000","0.000000","-1418.30","0.000000","0.000000"
"aw8","REGULAR","5291243","=""mirul88""","A","","=""seosg""","","SGD","2021-06-04 05:33:24","46","5960.000000","3","5100.000000","3","204.000000","1337","40469.350000","31900.930000","-1100.46","3","204.000000","0.000000","52.990000","0.000000","52.180000","0.000000","-791.29","0.000000","0.000000"
"aw8","REGULAR","5305073","=""raymond1989""","A","","=""discoman""","","SGD","2021-06-05 07:11:39","15","300.000000","1","80.000000","0","0.000000","44","714.000000","601.430000","-226.03","0","0.000000","0.000000","3.330000","0.000000","0.000000","0.000000","-222.70","0.000000","0.000000"
"aw8","VIP GOLD","5402753","=""jlzr1986""","A","Fake Number,VIP TRANSFER PLAN","=""""","","SGD","2021-06-11 15:25:16","11","4136.000000","0","0.000000","2","186.000000","22884","33164.350000","28218.275000","-4638.96","2","186.000000","0.000000","131.360000","0.000000","185.890000","0.000000","-4135.71","0.000000","0.000000"
"aw8","VIP BRONZE","5536448","=""vino2509""","A","SAME PASSWORD USER","=""seosg""","","SGD","2021-06-21 06:46:42","0","0.000000","0","0.000000","0","0.000000","0","0.000000","0.000000","0.00","0","0.000000","0.000000","0.010000","0.000000","0.000000","0.000000","0.01","0.000000","0.000000"
"aw8","VIP GOLD","5650646","=""heng8888""","A","Main customer / VIP member","=""seosg""","","SGD","2021-06-30 00:46:25","29","6657.000000","16","6534.000000","0","0.000000","5452","44121.400000","25525.660000","98.63","0","0.000000","0.000000","117.010000","0.000000","38.500000","0.000000","254.14","0.000000","0.000000"
"aw8","VIP BRONZE","5720147","=""ayron""","A","","=""discoman""","","SGD","2021-07-06 02:48:05","23","7400.000000","4","4640.000000","3","204.000000","4350","67297.130000","61240.890000","-3296.91","3","204.000000","0.000000","190.150000","0.000000","159.820000","0.000000","-2742.94","0.000000","0.000000"
"aw8","REGULAR","5849514","=""rajkumar2021""","A","","=""seosg""","","SGD","2021-07-18 01:47:42","11","6500.000000","4","3730.000000","2","136.000000","16314","33491.100000","33446.550000","-3230.64","2","136.000000","0.000000","163.370000","0.000000","159.530000","0.000000","-2771.74","0.000000","0.000000"
"aw8","VIP GOLD","5869070","=""desireegoh20""","A","","=""seosg""","","SGD","2021-07-19 13:52:37","24","8396.000000","5","4004.850000","3","304.000000","4520","145516.800000","114195.600000","-5443.10","3","304.000000","0.000000","570.970000","0.000000","340.570000","0.000000","-4227.56","0.000000","0.000000"
"aw8","VIP PLATINIUM","6035079","=""ha3ker666""","A","","=""""","","SGD","2021-08-02 23:58:45","5","3800.000000","2","1700.000000","1","294.250000","3186","108822.350000","88431.050000","-1554.77","3","944.250000","0.000000","442.620000","0.000000","69.020000","0.000000","-98.88","2635.700000","0.000000"
"aw8","VIP SILVER","6087519","=""saffirin91""","A","","=""discoman""","","SGD","2021-08-06 09:49:39","64","3227.000000","0","0.000000","1","68.000000","18334","34482.540000","34482.540000","-3422.49","2","74.000000","0.000000","29.820000","0.000000","91.390000","0.000000","-3227.28","66.200000","0.000000"
"aw8","VIP SILVER","6209388","=""worldpeac3""","A","SAME PASSWORD USER","=""""","","SGD","2021-08-14 18:38:08","14","27500.000000","13","29316.660000","1","68.000000","1559","299429.500000","269144.570000","367.57","2","518.000000","0.000000","836.450000","0.000000","620.940000","0.000000","2342.96","2000.000000","0.000000"
"aw8","REGULAR","6472359","=""muogu94""","A","","=""""","","SGD","2021-08-28 07:58:12","13","366.000000","0","0.000000","0","0.000000","205","422.600000","422.600000","-383.24","0","0.000000","0.000000","2.100000","0.000000","0.000000","0.000000","-381.14","0.000000","0.000000"
"aw8","REGULAR","6476900","=""loozai""","A","","=""""","","SGD","2021-08-28 13:05:38","2","100.000000","0","0.000000","0","0.000000","5","151.000000","151.000000","-151.00","0","0.000000","0.000000","0.760000","0.000000","0.000000","0.000000","-150.24","0.000000","0.000000"
"aw8","REGULAR","6729097","=""luckytime""","A","","=""""","","SGD","2021-09-08 23:01:20","29","8886.000000","5","7000.000000","2","136.000000","1830","120416.540000","92539.340000","24.75","3","176.000000","0.000000","125.670000","0.000000","86.720000","0.000000","413.14","243.400000","0.000000"
"aw8","REGULAR","6933038","=""longsgpro""","A","","=""""","","SGD","2021-09-18 07:00:22","39","7246.000000","3","2220.000000","4","272.000000","2200","120967.000000","103926.020000","-5727.98","4","272.000000","0.000000","209.270000","0.000000","220.910000","0.000000","-5025.80","0.000000","0.000000"
"aw8","REGULAR","6996405","=""icgnow88""","A","","=""""","","SGD","2021-09-21 08:47:33","0","0.000000","0","0.000000","0","0.000000","31","238.000000","224.750000","0.75","0","0.000000","0.000000","0.880000","0.000000","0.000000","0.000000","1.63","0.000000","0.000000"
"aw8","VIP SILVER","7001261","=""onglaigogo88""","A","","=""discoman""","","SGD","2021-09-21 13:52:34","73","47199.970000","13","34898.580000","2","1332.840000","28013","276829.800000","268272.800000","-16230.90","3","1520.840000","0.000000","1522.160000","0.000000","887.430000","0.000000","-12300.47","192.000000","0.000000"
"aw8","VIP BRONZE","7643539","=""zarko""","A","Special Upgrade VIP (Big)","=""""","","SGD","2021-10-25 08:21:41","41","1809.000000","1","150.000000","0","0.000000","114","6743.430000","6743.430000","-1638.76","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-1638.76","0.000000","0.000000"
"aw8","REGULAR","8120684","=""aiko1988""","A","","=""""","","SGD","2021-11-26 10:06:31","3","2500.000000","5","2250.000000","0","0.000000","339","14546.100000","10350.980000","-276.98","0","0.000000","0.000000","65.370000","0.000000","3.130000","0.000000","-208.48","0.000000","0.000000"
"aw8","REGULAR","8143133","=""thiam""","A","","=""aw8SGsem""","","SGD","2021-11-27 22:29:50","45","15630.000000","18","20420.000000","2","644.000000","1634","128670.800000","80051.850000","4426.50","1","68.000000","0.000000","160.370000","0.000000","134.210000","0.000000","4789.08","0.000000","0.000000"
"aw8","REGULAR","8179257","=""waizai""","A","","=""""","","SGD","2021-11-30 11:26:34","16","495.000000","1","250.000000","0","0.000000","50","796.000000","790.410000","-248.90","0","0.000000","0.000000","3.950000","0.000000","0.000000","0.000000","-244.95","0.000000","0.000000"
"aw8","REGULAR","8456175","=""faizalzack17""","A","","=""""","","SGD","2021-12-21 14:25:50","138","11629.000000","9","5448.350000","2","186.000000","52773","69470.020000","69470.020000","-6986.57","2","186.000000","0.000000","344.860000","0.000000","276.030000","0.000000","-6179.68","0.000000","0.000000"
"aw8","REGULAR","8481803","=""kuru274748""","A","","=""discoman""","","SGD","2021-12-23 13:08:41","50","3120.000000","7","1080.000000","0","0.000000","23387","18625.600000","18625.600000","-2139.80","0","0.000000","0.000000","92.460000","0.000000","8.150000","0.000000","-2039.19","0.000000","0.000000"
"aw8","REGULAR","8604685","=""yang888""","A","","=""discoman""","","SGD","2022-01-02 02:22:33","19","410.000000","1","209.200000","0","0.000000","112","2252.730000","1835.160000","-367.63","0","0.000000","0.000000","10.260000","0.000000","0.000000","0.000000","-357.37","0.000000","0.000000"
"aw8","VIP GOLD","8716287","=""raziq6179""","A","","=""discoman""","","SGD","2022-01-09 13:40:47","0","0.000000","0","0.000000","0","0.000000","1","10.000000","10.000000","-10.00","0","0.000000","0.000000","3.760000","0.000000","0.000000","0.000000","-6.24","0.000000","0.000000"
"aw8","REGULAR","8776084","=""sohinnjie92""","A","Potential customer","=""""","","SGD","2022-01-13 14:15:04","1","25.000000","0","0.000000","1","68.000000","21","502.000000","432.000000","-99.05","1","68.000000","0.000000","0.860000","0.000000","0.000000","0.000000","-30.19","0.000000","0.000000"
"aw8","VIP GOLD","9341731","=""thxrox""","A","Main customer / VIP member","=""""","","SGD","2022-02-21 15:20:08","24","4510.140000","12","1924.500000","1","68.000000","4298","80440.800000","70245.190000","-3428.62","3","246.000000","0.000000","352.550000","0.000000","126.470000","0.000000","-2703.60","543.000000","0.000000"
"aw8","VIP SILVER","9391335","=""ianlimyh1978""","A","","=""""","","SGD","2022-02-25 06:00:08","57","4041.000000","21","4090.000000","0","0.000000","98194","26670.200000","26251.870000","-114.73","0","0.000000","0.000000","157.550000","0.000000","6.080000","0.000000","48.90","0.000000","0.000000"
"aw8","REGULAR","9396053","=""ravi3108""","A","SAME PASSWORD USER","=""""","","SGD","2022-02-25 13:58:16","9","809.000000","4","330.000000","0","0.000000","443","12871.000000","9818.125000","-579.37","0","0.000000","0.000000","51.070000","0.000000","0.000000","0.000000","-528.30","0.000000","0.000000"
"aw8","VIP BRONZE","9538460","=""imanwhite""","A","","=""""","","SGD","2022-03-08 05:17:56","43","4245.000000","11","4793.900000","0","0.000000","2415","61162.900000","54699.350000","225.85","0","0.000000","0.000000","164.110000","0.000000","160.130000","0.000000","550.09","0.000000","0.000000"
"aw8","REGULAR [V]","10054553","=""lysamutalib""","A","","=""""","","SGD","2022-04-12 00:41:33","11","1900.000000","1","100.000000","1","68.000000","149256","48967.300000","48967.300000","-1856.49","1","68.000000","0.000000","170.970000","0.000000","17.020000","0.000000","-1600.50","0.000000","0.000000"
"aw8","REGULARS","10159289","=""eddy2win""","A","Fake Number,SAME PASSWORD USER","=""spinlistsg1""","","SGD","2022-04-17 12:34:10","16","7810.700000","5","5098.000000","2","136.000000","218","23198.000000","21606.750000","-2989.65","2","136.000000","0.000000","42.390000","0.000000","98.120000","0.000000","-2713.14","0.000000","0.000000"
"aw8","REGULAR","13541231","=""simonlee2728""","A","","=""""","","SGD","2022-07-29 12:33:57","18","586.000000","3","549.000000","0","0.000000","75","1775.900000","1268.300000","-201.50","0","0.000000","0.000000","1.390000","0.000000","0.000000","0.000000","-200.11","0.000000","0.000000"
"aw8","REGULARS","15484070","=""xiiaorice""","A","SAME PASSWORD USER","=""""","","SGD","2022-09-27 23:29:57","60","10229.000000","1","620.000000","3","434.050000","402","79734.600000","72747.210000","-10905.20","4","584.050000","0.000000","340.010000","0.000000","372.040000","0.000000","-9609.10","602.330000","0.000000"
"aw8","REGULAR","15828305","=""water""","A","","=""discoman""","","SGD","2022-10-15 15:17:00","17","631.000000","4","500.000000","0","0.000000","7164","8664.550000","6967.635000","-146.49","0","0.000000","0.000000","15.500000","0.000000","0.000000","0.000000","-130.99","0.000000","0.000000"
"aw8","VIP BRONZE","16241061","=""ionlek""","A","Special Upgrade VIP (Big)","=""discoman""","","SGD","2022-10-31 15:20:46","9","1500.000000","2","400.000000","0","0.000000","4260","27959.600000","15026.911669","-1440.82","0","0.000000","0.000000","29.010000","0.000000","16.040000","0.000000","-1395.77","0.000000","0.000000"
"aw8","VIP SILVER","16694078","=""suresh89""","A","","=""discoman""","","SGD","2022-11-16 17:40:57","48","128060.000000","16","88640.000000","4","2646.500000","3787","1290372.650000","941176.450400","-46910.66","4","2646.500000","0.000000","2305.120000","0.000000","2534.670000","0.000000","-39424.37","0.000000","0.000000"
"aw8","VIP SILVER","16844265","=""soccerbet999""","A","","=""""","","SGD","2022-11-22 15:34:37","4","6089.810000","3","6580.000000","2","318.000000","22","8554.000000","7976.500000","54.67","3","518.000000","200.000000","44.530000","0.000000","61.210000","0.000000","478.41","1201.000000","0.000000"
"aw8","VIP BRONZE","16904395","=""happylife""","A","Special Upgrade VIP (Big)","=""""","","SGD","2022-11-24 12:33:09","63","23536.690000","60","20703.000000","3","506.230000","1378","120119.400000","92603.760000","-4302.42","7","972.230000","0.000000","419.730000","0.000000","266.290000","0.000000","-2644.17","1421.120000","0.000000"
"aw8","VIP BRONZE","17046953","=""blex123""","A","Fake Number,Special Upgrade VIP (Big)","=""""","","SGD","2022-11-30 07:15:59","15","3129.000000","2","1157.000000","1","68.000000","70","15395.370000","12230.900000","-2189.46","1","68.000000","0.000000","66.590000","0.000000","82.080000","0.000000","-1972.79","0.000000","0.000000"
"aw8","REGULAR","17314575","=""callyann""","A","SAME PASSWORD USER","=""""","","SGD","2022-12-10 08:55:08","55","6115.670000","15","11076.060000","1","68.000000","2902","29778.380000","29778.380000","4889.03","1","68.000000","0.000000","3.410000","0.000000","0.000000","0.000000","4960.44","0.000000","0.000000"
"aw8","VIP BRONZE","17461639","=""blue12""","A","Special Upgrade VIP (Big)","=""""","","SGD","2022-12-15 16:38:39","14","1595.000000","3","260.000000","0","0.000000","642","13257.000000","10603.500000","-1223.51","0","0.000000","0.000000","45.000000","0.000000","2.310000","0.000000","-1176.20","0.000000","0.000000"
"aw8","REGULAR [V]","17623460","=""chrisxwz""","A","Fake Number","=""discoman""","","SGD","2022-12-21 15:56:02","0","0.000000","0","0.000000","0","0.000000","75","36.000000","36.000000","-3.72","0","0.000000","0.000000","0.180000","0.000000","0.000000","0.000000","-3.54","0.000000","0.000000"
"aw8","VIP SILVER","17948184","=""torres1786""","A","Crypto bonus TO X2","=""aw8sgseo""","","SGD","2023-01-03 05:31:52","26","25868.050000","19","22652.190000","1","118.000000","1452","66672.800000","58180.650000","-4482.87","11","858.630000","0.000000","236.540000","0.000000","209.100000","0.000000","-3178.60","2135.000000","0.000000"
"aw8","VIP SILVER","18586454","=""tnmanvn""","A","","=""""","","SGD","2023-01-15 18:42:26","127","166036.000000","17","58650.000000","6","4351.300000","468163","2479626.100000","2418609.300000","-133341.70","17","8089.300000","300.000000","13451.300000","0.000000","6009.930000","0.000000","-106091.17","38950.000000","0.000000"
"aw8","VIP BRONZE","19718701","=""knights7788""","A","Crypto bonus TO X2","=""torres1786A""","","SGD","2023-01-20 14:46:48","31","37330.990000","27","34463.030000","1","118.000000","1947","89107.000000","79775.790000","-4585.11","12","1322.070000","0.000000","306.590000","0.000000","297.770000","0.000000","-2658.68","3498.500000","0.000000"
"aw8","VIP BRONZE","19737225","=""cudderchu""","A","Crypto bonus TO X2","=""torres1786A""","","SGD","2023-01-21 11:03:20","32","36000.220000","29","33818.000000","1","68.000000","586","87345.500000","74916.900000","-3643.90","12","1008.400000","0.000000","212.440000","0.000000","240.120000","0.000000","-2182.94","2034.000000","0.000000"
"aw8","VIP SILVER","19789757","=""hellokitty56""","A","Crypto bonus TO X2","=""torres1786A""","","SGD","2023-01-23 11:00:40","30","34848.850000","23","30820.710000","2","186.000000","3096","98122.800000","86559.460000","-6424.04","14","1728.290000","0.000000","387.440000","0.000000","511.980000","0.000000","-3796.33","5010.500000","0.000000"
"aw8","VIP BRONZE","20631908","=""madog""","A","BONUS_HUNTER TOX5,Crypto bonus TO X2","=""""","","SGD","2023-02-19 09:51:13","31","36120.590000","27","33765.000000","2","136.000000","601","91061.000000","77162.000000","-2846.00","12","914.920000","0.000000","218.560000","0.000000","288.560000","0.000000","-1423.96","1808.000000","0.000000"
"aw8","VIP BRONZE","20941779","=""bryan52""","A","Special Upgrade VIP (Small)","=""discoman""","","SGD","2023-03-01 15:16:46","19","1425.000000","6","1150.000000","1","68.000000","10368","7413.700000","7413.700000","-378.37","1","68.000000","0.000000","40.750000","0.000000","3.590000","0.000000","-266.03","0.000000","0.000000"
"aw8","VIP BRONZE","20976327","=""markbags2020""","A","Special Upgrade VIP (Small)","=""""","","SGD","2023-03-02 15:43:05","56","5350.940000","7","3606.890000","2","136.000000","1520","33555.900000","24741.800000","-1960.40","2","136.000000","0.000000","74.240000","0.000000","34.110000","0.000000","-1716.05","0.000000","0.000000"
"aw8","REGULAR","22037322","=""tranny762""","A","SAME PASSWORD USER","=""""","","SGD","2023-03-26 17:36:15","13","3840.000000","3","1579.250000","1","68.000000","1009","87305.280000","63409.080000","-2558.43","1","68.000000","0.000000","96.560000","0.000000","137.460000","0.000000","-2256.41","0.000000","0.000000"
"aw8","REGULAR","22138665","=""stalin""","A","","=""""","","SGD","2023-03-29 12:47:06","48","7900.000000","7","4600.000000","2","136.000000","22629","62059.880000","51726.300000","-3761.08","2","136.000000","0.000000","165.550000","0.000000","169.100000","0.000000","-3290.43","0.000000","0.000000"
"aw8","VIP SILVER","22653243","=""chillpls""","A","","=""""","","SGD","2023-04-14 03:39:14","1","1147.260000","1","392.830000","0","0.000000","72","7253.500000","6165.400000","-880.45","1","100.000000","0.000000","24.830000","0.000000","2.040000","0.000000","-753.58","1439.500000","0.000000"
"aw8","REGULAR","24316216","=""prakash0000""","A","","=""b2community""","","SGD","2023-06-04 04:29:52","3","70.000000","1","120.000000","0","0.000000","1814","441.550000","441.550000","48.10","0","0.000000","0.000000","2.220000","0.000000","0.000000","0.000000","50.32","0.000000","0.000000"
"aw8","REGULAR","24500823","=""gk8525""","A","","=""""","","SGD","2023-06-10 14:23:48","60","3394.000000","19","4050.000000","0","0.000000","23449","20215.310000","20215.310000","589.45","0","0.000000","0.000000","88.540000","0.000000","6.980000","0.000000","684.97","0.000000","0.000000"
"aw8","REGULAR","24725455","=""wuleilei""","A","Fake Number","=""""","","SGD","2023-06-18 10:06:23","9","3200.000000","13","4337.000000","0","0.000000","69","7497.000000","6751.220000","1120.87","0","0.000000","0.000000","34.360000","0.000000","0.000000","0.000000","1155.23","0.000000","0.000000"
"aw8","VIP BRONZE","25355161","=""pierree""","A","SAME PASSWORD USER","=""""","","SGD","2023-07-04 06:55:32","29","16680.000000","6","11333.830000","2","323.600000","9803","204584.990000","157203.525000","-6764.43","2","323.600000","0.000000","580.200000","0.000000","513.090000","0.000000","-5347.54","0.000000","0.000000"
"aw8","VIP SILVER","25356510","=""s967973c""","A","Potential customer","=""aw8sgseo""","","SGD","2023-07-04 08:23:24","1","115.000000","0","0.000000","0","0.000000","1","206.000000","201.880000","-201.88","0","0.000000","0.000000","1.320000","0.000000","88.000000","0.000000","-112.56","0.000000","0.000000"
"aw8","REGULAR","25383827","=""khornee""","A","","=""""","","SGD","2023-07-05 14:55:32","23","1490.000000","3","1150.310000","1","68.000000","5393","6747.500000","6602.750000","-456.23","1","68.000000","0.000000","31.600000","0.000000","17.010000","0.000000","-339.62","0.000000","0.000000"
"aw8","VIP SILVER","25402313","=""kenthanwz""","A","","=""""","","SGD","2023-07-06 11:16:52","19","20700.000000","6","15646.090000","3","1094.000000","724","175744.970000","159261.230000","-6066.35","6","2338.000000","88.000000","1013.870000","0.000000","298.690000","0.000000","-2503.79","2021.900000","0.000000"
"aw8","REGULAR","25623505","=""murugan87""","A","","=""aw8sgseo""","","SGD","2023-07-12 04:45:04","125","9430.000000","24","6175.000000","1","68.000000","4538","89178.500000","62626.810000","-3491.42","1","68.000000","0.000000","119.210000","0.000000","149.230000","0.000000","-3154.98","0.000000","0.000000"
"aw8","REGULAR","25659315","=""dreamss456""","A","","=""""","","SGD","2023-07-13 09:17:37","9","450.000000","10","500.000000","0","0.000000","3407","8456.600000","7566.150000","6.75","0","0.000000","0.000000","16.310000","0.000000","0.000000","0.000000","23.06","0.000000","0.000000"
"aw8","VIP SILVER","25755266","=""bncg""","A","","=""xxuan0422""","","SGD","2023-07-16 08:21:28","27","34075.000000","6","26002.600000","3","574.120000","2379","420922.900000","321599.830000","-12177.55","6","1912.120000","0.000000","1241.240000","0.000000","951.670000","0.000000","-8072.52","13740.950000","0.000000"
"aw8","VIP SILVER","26458963","=""jsseah""","A","Potential customer,SAME PASSWORD USER","=""aw8slot08""","","SGD","2023-08-08 00:12:46","44","8380.000000","29","8016.790000","2","136.000000","800","72761.000000","53514.915000","-1255.59","3","226.000000","0.000000","328.120000","0.000000","91.510000","0.000000","-609.96","0.000000","0.000000"
"aw8","REGULAR","26586881","=""season4""","A","","=""aw8clubapp""","","SGD","2023-08-12 08:29:55","11","1360.000000","4","1290.000000","0","0.000000","13785","4442.520000","3909.420000","2.15","0","0.000000","0.000000","19.720000","0.000000","0.000000","0.000000","21.87","0.000000","0.000000"
"aw8","REGULAR","26985305","=""balavenkat""","A","","=""""","","SGD","2023-08-26 03:16:20","6","300.000000","3","300.000000","0","0.000000","3342","7700.100000","7180.600000","-57.40","0","0.000000","0.000000","7.490000","0.000000","0.000000","0.000000","-49.91","0.000000","0.000000"
"aw8","VIP SILVER","27176292","=""mrnit""","A","VIP TRANSFER PLAN","=""Basketball""","","SGD","2023-09-02 19:11:28","4","635.000000","0","0.000000","0","0.000000","29","2133.000000","1800.200000","-651.80","0","0.000000","0.000000","7.280000","0.000000","10.180000","0.000000","-634.34","0.000000","0.000000"
"aw8","REGULAR","27445641","=""keltan89""","A","","=""""","","SGD","2023-09-14 09:15:24","273","10077.000000","40","7831.000000","2","136.000000","8264","37776.800000","35124.550000","-2618.46","2","136.000000","0.000000","74.900000","0.000000","148.220000","0.000000","-2259.34","0.000000","0.000000"
"aw8","VIP SILVER","27532529","=""pradhi15""","A","SAME PASSWORD USER","=""""","","SGD","2023-09-17 15:49:47","20","2044.000000","3","525.000000","1","68.000000","587","19605.870000","15273.790000","-1646.27","1","68.000000","0.000000","34.270000","0.000000","24.190000","0.000000","-1519.81","0.000000","0.000000"
"aw8","REGULAR","27674789","=""leo9889""","A","","=""safebetting""","","SGD","2023-09-21 17:31:54","29","1283.000000","1","800.000000","0","0.000000","238","16335.500000","9984.830000","-544.96","0","0.000000","0.000000","49.370000","0.000000","12.460000","0.000000","-483.13","0.000000","0.000000"
"aw8","VIP PLATINIUM","27710562","=""munchoon8814""","A","VIP TRANSFER PLAN","=""""","","SGD","2023-09-22 21:14:40","44","17154.440000","9","7093.260000","3","601.140000","546","108074.500000","95189.600000","-11863.40","5","749.140000","0.000000","595.570000","0.000000","457.120000","0.000000","-10061.57","750.000000","0.000000"
"aw8","REGULAR","27772397","=""veeramani06""","A","SAME PASSWORD USER","=""discoman""","","SGD","2023-09-25 03:24:38","28","639.200000","2","150.000000","0","0.000000","1070","4924.900000","4092.700000","-495.10","0","0.000000","0.000000","5.770000","0.000000","0.000000","0.000000","-489.33","0.000000","0.000000"
"aw8","VIP BRONZE","28626033","=""princess5683""","A","","=""""","","SGD","2023-10-26 19:42:16","27","3433.000000","4","2150.000000","0","0.000000","1059","22351.300000","19704.300000","-1392.90","0","0.000000","0.000000","59.130000","0.000000","10.760000","0.000000","-1323.01","0.000000","0.000000"
"aw8","REGULAR","28714561","=""vinothathi90""","A","","=""""","","SGD","2023-10-30 12:20:43","10","923.000000","3","575.000000","0","0.000000","164","2095.300000","1854.800000","-353.40","0","0.000000","0.000000","2.000000","0.000000","4.390000","0.000000","-347.01","0.000000","0.000000"
